id_personne,cosop_gmf,code_pcs_marque,csp_gmf,date_debut
5100352135,80   ,54,87,2012-08-22
5100352525,160  ,51,75,2021-10-30
5100353095,80   ,54,87,2013-05-10
5100353305,     ,99,  ,0001-01-01
5100353375,80   ,54,87,2009-11-02
5100353865,97   ,54,86,2010-08-30
5100354645,93   ,  ,99,2013-06-24
5100354795,     ,99,  ,0001-01-01
5100354875,     ,99,87,0001-01-01
5100355305,80   ,54,86,2022-02-08
5100355465,78   ,54,89,2021-04-30
5100355615,22   ,32,75,2022-01-05
5100355635,80   ,54,87,2014-03-21
5100355825,50   ,51,95,2009-09-08
5100355895,80   ,  ,99,2010-07-06
5100356405,97   ,80,90,2003-10-28
5100356475,97   ,22,65,2024-01-18
5100356725,     ,99,99,0001-01-01
5100356895,80   ,  ,65,2020-12-28
5100356925,93   ,80,99,0001-01-01
5100357635,97   ,82,05,2021-07-09
5100357795,     ,99,90,0001-01-01
5100358145,97   ,80,05,2007-09-18
5100358355,80   ,31,65,2021-09-23
5100358395,59   ,82,99,2020-02-12
5100360095,31   ,42,75,2003-02-12
5100360175,90   ,  ,99,2014-04-03
5100360295,42   ,51,75,2023-12-15
5100360345,30   ,51,95,2022-06-16
5100360405,30   ,32,75,2019-03-27
5100360475,97   ,50,99,0001-01-01
5100360545,55   ,51,75,2011-01-04
5100361335,31   ,32,75,2022-09-20
5100361395,213  ,51,75,2023-09-08
5100361405,80   ,54,86,2023-09-02
5100362185,     ,99,  ,0001-01-01
5100362545,97   ,54,88,2023-08-29
5100363655,90   ,80,99,0001-01-01
5100363785,80   ,54,87,2022-11-28
5100365155,80   ,54,88,2015-04-13
5100365845,80   ,54,65,2013-06-26
5100366105,97   ,80,05,2010-08-06
5100366435,80   ,54,87,2010-05-28
5100366845,80   ,54,86,2008-11-10
5100367055,87   ,51,75,2007-01-27
5100367285,42   ,51,75,2012-05-30
5100367305,     ,99,  ,0001-01-01
5100368915,41   ,51,75,2016-07-29
5100370985,     ,99,  ,0001-01-01
5100371075,80   ,54,87,2019-07-04
5100371215,97   ,99,86,0001-01-01
5100371905,80   ,  ,99,2011-02-11
5100372305,80   ,54,88,2022-11-15
5100372325,     ,99,  ,0001-01-01
5100372445,90   ,  ,99,2012-11-15
5100372745,64   ,51,75,2014-03-11
5100373925,161  ,51,75,2018-08-24
5100374405,62   ,51,75,2014-07-24
5100375425,80   ,54,86,2022-12-15
5100376865,90   ,99,05,2003-12-17
5100377155,80   ,54,99,2020-12-01
5100377995,42   ,51,75,2012-05-30
5100378865,31   ,54,86,2008-03-14
5100379035,     ,99,99,0001-01-01
5100379425,90   ,  ,99,2014-07-29
5100379865,80   ,  ,99,2014-03-28
5100380375,31   ,51,75,2022-09-13
5100380745,78   ,54,89,2018-12-13
5100381355,80   ,  ,88,2017-01-31
5100382185,86   ,51,75,2008-07-28
5100382265,80   ,54,86,2022-08-18
5100382415,12   ,51,75,2011-09-30
5100382585,97   ,36,86,2020-11-05
5100383105,90   ,80,99,0001-01-01
5100383335,31   ,51,75,2011-03-22
5100383535,80   ,54,86,2008-05-13
5100384605,     ,99,05,2008-07-11
5100384745,64   ,54,75,2018-05-23
5100384855,42   ,51,95,2021-06-10
5100385905,80   ,54,99,2011-09-19
5100386015,80   ,  ,87,2018-06-22
5100386225,80   ,54,88,2017-03-29
5100386285,80   ,99,  ,0001-01-01
5100386715,42   ,32,75,2023-06-24
5100386925,90   ,99,99,2002-07-03
5100387015,11   ,31,99,2021-03-26
5100387145,97   ,99,90,2003-10-23
5100388505,     ,99,  ,0001-01-01
5100388705,42   ,54,75,2022-01-27
5100388715,80   ,  ,86,2012-12-20
5100389085,     ,99,99,2001-10-12
5100389155,90   ,82,99,2015-11-24
5100389395,31   ,51,75,2007-02-22
5100389665,80   ,54,87,2011-09-03
5100390215,80   ,54,88,2017-07-04
5100390745,97   ,  ,91,2009-06-02
5100390855,41   ,51,75,2023-05-31
5100391125,     ,99,  ,0001-01-01
5100391375,80   ,  ,99,2018-01-23
5100391385,97   ,54,86,2015-05-19
5100391565,80   ,54,87,2012-01-09
5100391605,80   ,36,87,2020-07-21
5100391905,97   ,54,86,2019-09-06
5100392365,80   ,54,86,2017-02-20
5100392675,     ,99,  ,0001-01-01
5100393715,97   ,54,87,2010-12-15
5100393875,97   ,54,91,2011-05-04
5100394585,31   ,32,75,2019-07-24
5100394865,80   ,  ,99,2024-02-01
5100395555,     ,99,99,0001-01-01
5100396115,31   ,51,75,2016-08-24
5100396395,     ,99,  ,0001-01-01
5100396685,166  ,54,86,2024-02-14
5100396935,78   ,54,99,2010-01-19
5100397065,97   ,54,91,2010-03-04
5100397315,31   ,51,75,2013-12-07
5100397665,80   ,36,87,2011-09-26
5100398115,80   ,54,99,2016-11-02
5100398295,97   ,54,86,2018-04-23
5100398615,80   ,54,87,2012-08-30
5100398815,31   ,54,86,2024-05-27
5100400715,     ,99,75,2018-04-20
5100401445,80   ,99,99,2007-05-26
5100402035,80   ,54,86,2009-01-09
5100402225,80   ,54,87,2011-12-29
5100403535,90   ,99,  ,0001-01-01
5100403615,80   ,54,87,2022-07-15
5100403745,80   ,54,65,2012-09-29
5100403965,80   ,99,99,2009-06-05
5100405385,76   ,51,75,2018-04-03
5100406215,80   ,54,88,2014-05-20
5100406745,33   ,40,95,2010-11-02
5100407185,31   ,32,75,2023-12-01
5100407865,80   ,54,88,2022-04-08
5100407975,97   ,  ,91,0001-01-01
5100408215,10   ,51,75,2009-04-16
5100408235,80   ,36,88,2019-04-12
5100409145,80   ,99,99,2003-09-08
5100409495,80   ,36,88,2023-02-01
5100409545,80   ,54,87,2012-11-30
5100409685,87   ,51,75,2017-03-01
5100409985,97   ,82,05,2023-02-23
5100410085,     ,99,86,2015-09-08
5100410785,80   ,54,86,2015-05-04
5100411715,80   ,54,86,2020-04-08
5100412015,     ,99,  ,0001-01-01
5100412305,80   ,54,88,2010-07-28
5100413265,80   ,54,99,2022-08-05
5100413405,93   ,99,86,1997-09-04
5100413905,78   ,54,89,2021-01-11
5100414205,78   ,  ,89,2019-06-06
5100415185,55   ,32,75,2019-05-22
5100415525,361  ,32,95,2017-03-15
5100416265,80   ,31,65,2015-01-08
5100416425,78   ,51,89,2019-05-15
5100417215,97   ,  ,91,2012-09-27
5100417355,80   ,54,60,2023-04-17
5100417505,80   ,  ,99,2009-10-12
5100417545,97   ,54,91,2015-05-13
5100417755,31   ,54,87,2018-10-03
5100418055,     ,99,99,0001-01-01
5100418145,     ,99,75,0001-01-01
5100418805,30   ,51,75,2004-10-11
5100418935,97   ,51,91,2010-12-01
5100418955,50   ,51,95,2021-11-16
5100419245,31   ,51,75,2021-01-09
5100419555,42   ,  ,95,2021-10-01
5100419865,81   ,99,75,1997-10-01
5100420545,42   ,51,95,2015-09-17
5100420925,     ,99,75,0001-01-01
5100421105,97   ,54,87,2008-03-12
5100422775,31   ,54,88,2023-05-30
5100423215,     ,99,87,0001-01-01
5100423865,42   ,51,75,2012-05-30
5100424515,80   ,99,99,1998-06-30
5100425535,80   ,82,99,2023-10-06
5100425815,     ,99,  ,0001-01-01
5100426025,80   ,54,87,2019-11-05
5100426045,     ,99,99,0001-01-01
5100426325,77   ,43,75,2020-09-18
5100426415,97   ,54,86,2019-05-17
5100426425,     ,99,  ,0001-01-01
5100426755,97   ,99,05,2000-03-21
5100426935,93   ,99,87,0001-01-01
5100427115,80   ,  ,05,2011-06-04
5100428025,80   ,54,87,2018-04-10
5100428685,42   ,51,75,2018-09-28
5100429955,22   ,51,75,2022-12-22
5100429965,97   ,54,91,2012-03-20
5100430635,77   ,51,75,2019-01-24
5100431165,97   ,54,99,2017-11-15
5100431315,31   ,51,75,2007-10-12
5100431685,     ,99,75,0001-01-01
5100432095,80   ,54,86,2020-09-17
5100432315,93   ,54,87,2012-05-30
5100432585,90   ,54,87,2016-01-25
5100432595,90   ,54,87,2017-06-06
5100432855,     ,99,05,0001-01-01
5100433045,97   ,99,90,0001-01-01
5100433365,42   ,51,75,2022-11-23
5100433435,80   ,99,90,2005-08-16
5100433545,160  ,51,75,2017-12-09
5100433915,97   ,54,91,2013-07-19
5100435345,80   ,54,88,2023-03-25
5100437035,42   ,51,75,2022-09-08
5100437075,90   ,80,99,1999-03-03
5100437855,31   ,51,75,2007-05-11
5100437925,41   ,51,75,2009-11-23
5100438215,     ,99,99,2004-09-07
5100438485,     ,99,99,0001-01-01
5100438565,30   ,51,95,2013-11-12
5100439905,     ,99,99,0001-01-01
5100440715,     ,99,05,0001-01-01
5100440785,90   ,80,05,2009-02-16
5100441395,     ,99,99,2011-05-12
5100443035,36   ,51,75,2009-03-13
5100443065,64   ,51,75,2010-12-22
5100443115,97   ,54,86,2022-08-04
5100443655,80   ,54,87,2015-02-05
5100444705,90   ,99,99,2002-08-30
5100444855,64   ,51,75,2023-05-10
5100446145,80   ,82,99,2014-02-03
5100446435,31   ,51,75,2016-06-28
5100447075,80   ,54,88,2018-04-10
5100447725,21   ,51,75,2005-06-02
5100447745,     ,99,  ,0001-01-01
5100448425,16   ,51,75,2008-09-23
5100448495,89   ,99,90,0001-01-01
5100448555,80   ,54,87,2024-01-16
5100448765,80   ,54,88,2020-03-20
5100448795,80   ,54,87,2020-12-22
5100449165,90   ,80,99,2007-05-30
5100449355,97   ,21,65,2018-07-27
5100449425,90   ,  ,99,2012-10-15
5100449855,97   ,  ,05,2015-10-09
5100449965,80   ,54,99,2024-02-12
5100450355,     ,99,99,0001-01-01
5100450965,     ,99,  ,0001-01-01
5100451085,76   ,  ,95,2012-12-22
5100451255,80   ,31,65,2013-09-21
5100452205,80   ,54,86,2019-06-17
5100452475,80   ,54,99,2021-11-16
5100452535,90   ,36,99,2013-07-22
5100452595,     ,99,  ,0001-01-01
5100452605,80   ,  ,99,2023-01-28
5100452615,90   ,80,99,2007-08-21
5100452745,     ,99,75,0001-01-01
5100453195,31   ,51,75,2020-07-21
5100453455,80   ,54,87,2020-03-17
5100455185,31   ,51,75,2019-09-18
5100455325,     ,99,  ,0001-01-01
5100455935,90   ,99,99,2009-01-10
5100456145,90   ,54,86,2018-05-18
5100456675,30   ,51,75,2022-02-04
5100457485,460  ,51,75,2017-04-11
5100457655,     ,99,  ,0001-01-01
5100457735,80   ,54,87,2016-02-01
5100458425,     ,99,99,0001-01-01
5100458665,31   ,54,75,2023-08-07
5100458745,97   ,54,90,2006-10-27
5100460375,93   ,  ,88,2004-10-15
5100460405,     ,99,  ,0001-01-01
5100460575,80   ,54,88,2017-12-13
5100462105,80   ,54,86,2016-03-16
5100462355,81   ,51,75,2006-06-19
5100462625,90   ,99,99,0001-01-01
5100462655,80   ,36,88,2010-11-30
5100463055,90   ,  ,99,2001-04-18
5100463145,76   ,51,89,2013-09-09
5100463265,     ,99,  ,0001-01-01
5100463615,90   ,54,87,2016-03-22
5100463845,42   ,51,75,2012-05-30
5100464515,80   ,  ,99,2019-03-22
5100464525,80   ,  ,87,2017-07-10
5100465005,42   ,51,75,2012-08-07
5100465255,     ,99,  ,0001-01-01
5100465475,80   ,54,87,2018-03-20
5100465595,80   ,54,86,2016-04-06
5100465605,16   ,51,75,2009-04-17
5100465615,     ,99,  ,0001-01-01
5100466835,31   ,51,75,2022-06-29
5100466845,93   ,54,86,2024-04-02
5100471295,16   ,  ,75,2012-05-14
5100471655,80   ,54,86,2016-06-27
5100472205,80   ,  ,99,2001-02-26
5100472445,     ,99,  ,0001-01-01
5100473225,93   ,54,87,2020-07-04
5100473405,160  ,51,75,2020-09-03
5100473435,93   ,54,86,2006-05-26
5100474455,80   ,61,86,2014-11-15
5100475265,80   ,36,86,2019-09-13
5100477035,93   ,99,99,1998-11-30
5100477405,64   ,54,88,2024-06-19
5100477535,31   ,54,86,2021-09-20
5100477575,80   ,69,86,2017-06-02
5100478165,162  ,51,75,2017-04-14
5100478825,64   ,51,75,2012-01-17
5100479365,80   ,54,87,2008-01-07
5100480375,90   ,99,99,2002-08-30
5100480925,     ,99,  ,0001-01-01
5100481655,78   ,51,95,2022-01-18
5100481705,62   ,51,75,2022-05-02
5100482005,80   ,54,88,2020-09-04
5100482575,80   ,54,87,2015-07-24
5100482605,80   ,54,86,2014-05-13
5100482665,90   ,  ,99,2006-06-28
5100483135,99   ,36,88,2019-04-02
5100483675,     ,99,  ,0001-01-01
5100484025,97   ,99,90,1999-07-23
5100484235,80   ,36,88,2023-01-10
5100484375,90   ,80,99,0001-01-01
5100484475,80   ,31,65,2015-10-06
5100485055,42   ,51,95,2019-04-19
5100485185,97   ,  ,91,2024-05-28
5100485195,80   ,54,86,2019-06-14
5100485335,90   ,54,86,2023-05-17
5100485725,     ,99,99,0001-01-01
5100486495,     ,99,75,0001-01-01
5100486905,42   ,51,75,2013-03-21
5100486915,97   ,54,99,2011-09-13
5100487315,97   ,99,90,0001-01-01
5100487415,90   ,99,99,2007-07-10
5100487895,30   ,51,75,2022-08-29
5100488045,97   ,  ,91,2016-02-01
5100488725,     ,99,99,1999-08-30
5100489305,80   ,82,05,2018-03-23
5100490815,42   ,54,75,2015-09-21
5100491045,97   ,  ,91,2015-08-26
5100491485,80   ,82,99,2021-03-10
5100491685,80   ,54,87,2017-09-18
5100491945,90   ,80,99,0001-01-01
5100492625,30   ,51,75,2023-12-07
5100493735,80   ,  ,87,2012-06-14
5100495135,93   ,54,87,2022-03-11
5100495405,80   ,82,99,2023-01-13
5100495615,97   ,54,86,2024-01-31
5100496005,80   ,36,88,2023-03-02
5100496045,80   ,82,05,2016-07-11
5100496115,77   ,51,75,2023-10-27
5100496835,     ,99,99,2001-06-20
5100496925,97   ,99,90,2003-09-20
5100497265,80   ,54,87,2010-02-24
5100498135,80   ,54,86,2007-10-22
5100499045,     ,99,99,2002-08-28
5100499435,75   ,54,88,2022-05-30
5100499695,42   ,51,75,2010-10-05
5100499845,90   ,99,99,2000-07-04
5100500155,42   ,51,95,2021-02-25
5100500355,80   ,54,88,2023-12-06
5100500515,80   ,54,87,2023-07-19
5100500825,90   ,54,88,2017-10-26
5100502235,160  ,51,99,2021-10-20
5100502415,50   ,51,91,2019-03-22
5100502505,166  ,54,87,2024-01-23
5100503835,31   ,54,75,2017-04-04
5100503955,80   ,54,88,2008-10-23
5100504115,160  ,51,75,2020-09-17
5100504655,30   ,51,75,2011-02-21
5100504835,99   ,54,88,2015-10-15
5100505385,36   ,99,75,0001-01-01
5100505415,77   ,51,75,2019-08-27
5100505635,90   ,99,99,2002-07-15
5100506395,97   ,54,88,2009-06-19
5100506475,80   ,54,65,2021-06-09
5100506655,50   ,51,75,2013-06-04
5100507565,90   ,  ,99,2023-08-28
5100507625,97   ,54,88,2016-06-13
5100507725,     ,99,  ,0001-01-01
5100508115,80   ,  ,99,2015-08-05
5100509235,93   ,50,86,0001-01-01
5100509995,90   ,99,99,2004-07-27
5100510095,80   ,54,88,2010-07-27
5100510185,80   ,  ,65,2015-10-19
5100511355,80   ,21,65,2018-11-13
5100511455,80   ,54,87,2022-09-27
5100511835,97   ,  ,91,0001-01-01
5100512645,64   ,51,75,2017-11-10
5100513235,89   ,51,75,2015-07-28
5100514145,31   ,51,75,2010-02-20
5100514945,97   ,80,99,0001-01-01
5100515195,80   ,54,87,2012-04-18
5100515375,80   ,54,86,2009-01-16
5100515925,     ,99,  ,0001-01-01
5100516175,80   ,54,87,2015-06-09
5100516195,93   ,54,86,2016-04-08
5100516265,90   ,  ,99,2009-11-10
5100516535,80   ,82,99,2020-09-21
5100516715,920  ,54,86,2024-06-14
5100516725,80   ,  ,99,2006-07-03
5100517125,42   ,51,75,2020-12-29
5100518395,90   ,99,99,2009-08-14
5100518525,16   ,51,75,2006-05-11
5100518715,46   ,32,75,2013-03-06
5100518725,80   ,54,88,2019-09-26
5100519175,90   ,  ,99,2013-04-20
5100519465,     ,99,  ,0001-01-01
5100519865,80   ,  ,86,2012-03-16
5100520045,     ,99,99,1998-01-14
5100520285,80   ,54,88,2019-04-29
5100520465,80   ,99,99,2005-03-01
5100520755,80   ,54,87,2008-05-27
5100520815,     ,99,  ,0001-01-01
5100521075,31   ,42,75,2023-10-05
5100521095,     ,99,99,0001-01-01
5100521425,93   ,54,87,2012-05-30
5100521555,80   ,54,91,2020-01-29
5100521815,     ,99,  ,0001-01-01
5100521885,90   ,  ,99,2012-09-21
5100523485,88   ,51,75,2023-05-03
5100523595,80   ,54,88,2022-07-28
5100523625,80   ,82,99,2023-09-13
5100524285,30   ,51,75,2010-04-27
5100524775,93   ,  ,65,0001-01-01
5100524805,97   ,54,91,2014-12-30
5100525105,42   ,51,75,2017-10-03
5100525685,80   ,  ,87,2022-06-03
5100526025,90   ,  ,99,2005-08-02
5100526055,90   ,99,99,1999-11-24
5100526375,80   ,54,87,2023-01-24
5100527165,90   ,80,99,0001-01-01
5100527235,80   ,36,88,2019-02-01
5100527295,97   ,99,86,2008-05-15
5100527915,50   ,51,75,2014-09-23
5100528425,77   ,51,75,2022-05-17
5100528575,89   ,51,75,2023-09-18
5100528895,93   ,82,99,2024-04-18
5100529115,93   ,80,05,2013-05-10
5100530055,80   ,54,86,2012-02-01
5100530185,80   ,54,86,2024-04-26
5100530295,90   ,54,99,0001-01-01
5100530355,     ,99,  ,0001-01-01
5100531395,     ,99,  ,0001-01-01
5100531665,76   ,51,75,2014-03-31
5100531675,80   ,99,99,2007-05-23
5100532735,80   ,54,87,2014-11-16
5100532765,90   ,  ,99,2006-04-24
5100532865,90   ,54,88,1999-06-29
5100532895,80   ,54,86,2010-08-16
5100534615,80   ,54,86,2017-01-09
5100534775,80   ,  ,99,2008-09-04
5100535105,80   ,54,86,0001-01-01
5100535795,93   ,54,91,2009-11-09
5100536385,93   ,20,65,0001-01-01
5100536785,90   ,82,99,2012-04-05
5100536915,     ,99,  ,0001-01-01
5100537575,42   ,51,75,2021-06-23
5100537755,     ,99,  ,0001-01-01
5100537965,     ,99,99,0001-01-01
5100538675,90   ,99,99,2004-07-27
5100538865,77   ,51,75,2021-10-28
5100539725,89   ,99,90,0001-01-01
5100539885,     ,99,99,2002-10-01
5100540715,80   ,  ,99,2019-06-20
5100541285,     ,99,  ,0001-01-01
5100541785,93   ,  ,90,2000-06-06
5100542005,80   ,54,99,2023-11-15
5100542305,     ,99,99,2004-09-08
5100542805,62   ,51,75,2008-10-30
5100544235,80   ,  ,99,2015-09-24
5100544885,80   ,54,86,2024-02-12
5100545975,42   ,  ,95,2011-06-14
5100546895,90   ,82,99,2015-10-14
5100547305,80   ,54,87,2006-06-28
5100548615,     ,99,  ,0001-01-01
5100549295,90   ,99,  ,0001-01-01
5100549675,     ,99,99,0001-01-01
5100549715,80   ,54,87,2011-03-07
5100550705,80   ,54,86,2015-10-07
5100550815,80   ,54,86,2012-11-06
5100550825,97   ,82,99,2017-10-03
5100551785,31   ,51,75,2020-11-25
5100551945,80   ,  ,99,2009-11-05
5100552235,78   ,  ,89,2015-12-11
5100552245,80   ,50,87,2009-02-02
5100552995,90   ,54,99,2007-01-23
5100553285,42   ,51,75,2005-04-25
5100554135,80   ,54,88,2014-12-06
5100555915,     ,99,  ,0001-01-01
5100556355,80   ,54,86,2017-03-28
5100556615,31   ,51,75,2012-01-16
5100556855,90   ,54,86,2014-04-28
5100556945,31   ,51,75,2016-05-09
5100557205,90   ,80,99,0001-01-01
5100557415,80   ,54,86,2012-08-03
5100557785,     ,99,  ,0001-01-01
5100558155,     ,99,  ,0001-01-01
5100558985,80   ,  ,99,2013-03-16
5100559145,80   ,31,65,2009-08-24
5100559815,80   ,54,86,2016-12-26
5100559845,90   ,  ,99,2007-09-10
5100560305,80   ,54,99,2019-10-10
5100560505,75   ,82,99,2023-06-14
5100561625,31   ,51,75,2015-07-09
5100562145,90   ,99,99,2007-12-13
5100562155,62   ,51,75,2015-12-07
5100562265,80   ,54,88,2015-09-07
5100563445,93   ,  ,99,2011-09-23
5100565325,80   ,36,86,2021-01-18
5100565405,     ,99,  ,0001-01-01
5100565415,80   ,54,86,2016-04-07
5100565705,     ,99,  ,0001-01-01
5100566085,80   ,31,65,2023-05-20
5100566095,97   ,54,87,2007-05-31
5100566305,42   ,51,95,2010-09-27
5100566395,80   ,  ,99,2010-01-06
5100566655,90   ,82,99,2011-12-06
5100567305,     ,99,  ,0001-01-01
5100568095,80   ,  ,99,2013-03-08
5100568505,80   ,99,87,2004-11-09
5100568525,31   ,51,75,2015-06-23
5100568675,80   ,54,87,2019-08-17
5100568695,97   ,99,99,2007-03-15
5100568725,164  ,54,75,2017-04-12
5100569085,97   ,54,65,0001-01-01
5100569225,30   ,51,75,2024-01-31
5100569735,     ,99,75,0001-01-01
5100569755,33   ,54,87,2006-03-13
5100570045,     ,99,  ,0001-01-01
5100570785,90   ,80,99,2007-08-24
5100570795,78   ,51,89,2023-03-01
5100570905,93   ,82,05,2023-10-02
5100571275,97   ,54,91,2023-02-15
5100571345,86   ,51,75,2012-02-24
5100571525,30   ,51,75,2021-01-21
5100572295,     ,99,99,2000-05-25
5100572355,90   ,  ,99,2003-04-23
5100574415,93   ,54,87,2010-05-03
5100575055,     ,99,  ,0001-01-01
5100575065,     ,99,  ,0001-01-01
5100575245,30   ,51,95,2018-05-16
5100575505,62   ,54,88,2024-02-12
5100575845,80   ,54,86,2020-05-15
5100576615,80   ,54,86,2018-12-31
5100577095,80   ,54,86,2008-12-11
5100577835,30   ,51,75,2011-04-19
5100578675,97   ,54,91,2010-09-23
5100579435,42   ,51,75,2022-02-17
5100579575,80   ,99,99,0001-01-01
5100579885,97   ,99,  ,0001-01-01
5100580735,89   ,51,75,2011-09-07
5100581345,97   ,54,86,2010-05-20
5100581375,97   ,54,86,2010-06-29
5100581635,90   ,82,99,2012-11-14
5100581785,90   ,  ,99,1999-12-27
5100583415,80   ,54,86,2023-06-09
5100584585,90   ,80,99,2009-08-20
5100584835,31   ,54,75,2016-10-21
5100585395,50   ,  ,75,2012-07-10
5100585475,80   ,99,88,2008-01-19
5100586405,30   ,51,75,2018-12-06
5100586765,80   ,54,88,2022-11-08
5100587635,97   ,50,99,0001-01-01
5100587775,80   ,  ,99,2011-11-26
5100587925,     ,99,99,2000-03-04
5100588145,97   ,54,86,2017-03-29
5100588645,80   ,23,86,2012-08-27
5100588995,42   ,51,75,2020-12-10
5100589725,80   ,54,87,2018-03-20
5100590135,80   ,54,87,2021-07-13
5100590655,     ,99,86,2007-01-15
5100590915,42   ,51,75,2020-05-18
5100592935,80   ,54,88,2015-03-18
5100592965,80   ,31,65,2014-10-24
5100593295,97   ,80,86,2003-04-29
5100593915,80   ,36,87,2008-03-01
5100594015,10   ,51,95,2017-10-04
5100594255,90   ,  ,99,2011-06-27
5100594325,     ,99,  ,0001-01-01
5100594355,30   ,51,75,2005-10-13
5100594405,80   ,  ,87,2005-11-29
5100594455,78   ,54,89,2015-02-24
5100594675,80   ,54,86,2008-03-28
5100594775,     ,99,  ,0001-01-01
5100594915,17   ,54,99,2016-08-09
5100595495,90   ,54,88,2012-11-12
5100595665,42   ,51,95,2017-03-30
5100595895,80   ,31,65,2022-03-16
5100596115,     ,99,  ,0001-01-01
5100596295,30   ,51,75,2024-04-18
5100596535,76   ,51,75,2022-12-28
5100596575,78   ,54,89,2011-02-23
5100596635,31   ,  ,75,2018-04-27
5100596885,30   ,51,75,2015-02-27
5100597435,80   ,54,86,2021-07-17
5100597665,97   ,54,91,2014-02-13
5100597915,90   ,99,99,2005-05-31
5100598115,80   ,31,65,2019-04-04
5100599155,97   ,54,88,2022-08-08
5100599245,80   ,  ,87,2018-07-16
5100599785,97   ,  ,91,2018-08-27
5100600395,42   ,51,75,2018-12-11
5100600545,80   ,81,99,2012-01-26
5100600765,80   ,54,88,2016-09-05
5100600785,     ,99,  ,0001-01-01
5100600825,80   ,36,91,2013-08-30
5100601725,     ,99,  ,0001-01-01
5100602225,80   ,31,65,2020-10-15
5100602475,64   ,51,75,2023-09-11
5100603725,93   ,54,88,2019-12-09
5100603935,80   ,54,86,2008-04-17
5100604095,42   ,51,75,2022-05-27
5100604235,76   ,99,75,1999-11-03
5100604415,97   ,54,88,2014-04-09
5100604435,     ,99,  ,0001-01-01
5100604635,90   ,99,  ,2006-10-05
5100605055,90   ,  ,99,0001-01-01
5100605265,     ,99,75,0001-01-01
5100605375,60   ,54,75,2012-06-29
5100605425,97   ,54,91,2024-06-21
5100605525,80   ,54,88,2020-01-23
5100605875,42   ,51,75,2008-06-11
5100606575,90   ,99,99,2006-03-08
5100606715,     ,99,  ,0001-01-01
5100606915,97   ,82,99,2014-03-04
5100607125,90   ,99,99,2000-08-30
5100608025,     ,99,  ,0001-01-01
5100608825,97   ,60,88,1998-09-04
5100608975,80   ,54,87,2015-11-24
5100609175,     ,99,75,0001-01-01
5100609595,97   ,54,91,2010-11-25
5100609885,30   ,51,75,0001-01-01
5100610775,80   ,  ,86,2007-11-22
5100610995,62   ,51,75,2016-12-22
5100612355,164  ,51,75,2018-01-11
5100612385,     ,99,  ,0001-01-01
5100612545,90   ,  ,99,2002-08-01
5100613015,90   ,80,99,0001-01-01
5100614355,360  ,51,95,2017-07-20
5100614535,     ,99,  ,0001-01-01
5100615035,80   ,54,86,2006-12-07
5100615835,90   ,54,86,2013-12-26
5100616485,80   ,54,86,2011-03-09
5100616585,80   ,36,88,2022-04-04
5100617125,30   ,51,75,2007-03-19
5100617935,89   ,51,75,2023-03-06
5100617965,80   ,54,86,2014-03-11
5100618025,80   ,54,86,2022-10-20
5100619685,97   ,99,88,2007-08-30
5100620835,80   ,54,86,2014-06-13
5100620855,90   ,80,99,2001-10-19
5100620985,89   ,54,75,2012-05-31
5100621555,80   ,23,65,2019-09-12
5100621605,     ,99,  ,0001-01-01
5100622165,460  ,51,75,2022-09-29
5100622525,97   ,50,86,2001-02-13
5100622665,30   ,32,75,2022-08-09
5100623535,30   ,51,95,2024-02-07
5100625405,77   ,51,75,2015-02-02
5100625605,     ,99,  ,0001-01-01
5100626455,97   ,40,86,0001-01-01
5100626495,80   ,99,88,2004-09-20
5100626925,80   ,54,87,2023-06-01
5100627195,78   ,51,89,2018-09-14
5100627385,80   ,54,86,2003-03-21
5100627495,61   ,51,75,2021-09-13
5100627825,     ,99,  ,0001-01-01
5100628985,62   ,51,75,2021-07-23
5100629335,16   ,50,90,2002-12-23
5100629435,76   ,33,75,2005-07-19
5100630025,80   ,54,99,2012-01-06
5100630555,     ,99,  ,0001-01-01
5100630875,90   ,  ,99,2009-12-15
5100631325,42   ,51,75,2020-09-24
5100632425,31   ,  ,75,2004-05-05
5100632675,80   ,54,87,2009-12-03
5100632855,50   ,51,95,0001-01-01
5100633015,     ,99,  ,0001-01-01
5100633025,97   ,99,05,0001-01-01
5100633195,42   ,51,95,2008-10-09
5100633225,31   ,51,75,2022-02-18
5100633885,80   ,54,87,2023-11-13
5100634655,42   ,51,75,2012-08-09
5100634665,97   ,54,87,2014-08-26
5100635565,90   ,99,??,2001-06-20
5100635655,93   ,99,99,1999-08-10
5100636155,80   ,54,65,2023-12-26
5100636285,97   ,36,87,2022-01-12
5100636365,80   ,54,88,2017-06-08
5100636395,97   ,54,87,2014-04-28
5100636995,80   ,54,86,2017-02-04
5100637965,97   ,54,91,2023-01-23
5100638055,162  ,51,75,2022-07-28
5100638365,30   ,51,75,2012-06-27
5100639135,97   ,54,86,2022-09-06
5100639355,50   ,51,75,2024-06-17
5100639365,90   ,54,86,2008-06-09
5100639575,90   ,80,99,1998-01-20
5100639635,90   ,54,99,2019-06-04
5100639655,     ,99,87,0001-01-01
5100640305,97   ,31,65,2009-03-09
5100640495,60   ,51,95,0001-01-01
5100640565,     ,99,99,0001-01-01
5100640815,30   ,51,75,2022-02-22
5100640865,80   ,54,86,2023-05-11
5100641835,30   ,51,95,2009-02-27
5100641915,80   ,54,86,2008-06-06
